615273,1
81324579,1
125389674,1
317569,1
813427,1
6154723,1
714283,1
1285437,1
512467,1
61524,1
257413986,1
8152674,1
593462817,1
148257396,1
263571984,1
591783642,1
9285376,1
48751,1
52694,1
57146839,1
65948721,1
648217395,1
81462539,1
1592867,1.1
473619852,1
614938725,1
25786149,1
893642571,1
54369721,1
768913,1
53842,1
62475,1
15794,1
62457938,1
75261983,1
26498513,1
291368745,1
864913,1
182459763,1
76834159,1
7368524,1
348152967,1
1673854,1
392576481,1
168593427,1
65389,1
34912687,1
68923,1
793485126,1
8156327,1
59672431,1
853612479,1
5634271,1
46183957,1
381942567,1
38142,1
14529,1
54218,1
8743695,1
1879243,1
642715983,1
86249731,1
378912456,1
981235,1
27681593,1
35291,1
9567823,1
26457981,1
276593,1
1786392,1
71293485,1
7214965,1
3679481,1
4972615,1
81592,1
472831956,1
76983215,1
69371258,1
658712349,1
3841576,1
436291,1
654721983,1
517693482,1
862714935,1
61974583,1
91738,1
34597,1
9162758,1
3271645,1
16529,1
726548,1
247359186,1
146259783,1
5897623,1
691274358,1
42731,1
924316875,1
87612543,1
478523,1
4785236,1
47852361,1
478523619,1
35276481,1
352764819,1
62318754,1
623187549,1
17683549,1
176835492,1
69473521,1
694735218,1
281593647,1
3725491,1
37254916,1
372549168,1
3824679,1
38246795,1
382467951,1
641375298,1
75214869,1
752148693,1
632498175,1
26537819,1
265378194,1
347912865,1
72819,1
728195,1
7281956,1
72819564,1
728195643,1
347981625,1
29817346,1
298173465,1
257698431,1
3495718,1
34957186,1
349571862,1
468795321,1
5976183,1
59761834,1
597618342,1
1645937,1
16459372,1
164593728,1
68392175,1
683921754,1
724591368,1
891372645,1
341657892,1
247891536,1
648715392,1
3918547,1
39185472,1
391854726,1
179682435,1
419283,1
4192835,1
41928357,1
419283576,1
46721,1
467215,1
4672158,1
46721583,1
467215839,1
3826471,1
38264715,1
382647159,1
8694235,1
86942351,1
869423517,1
5617892,1
56178924,1
561789243,1
691357248,1
19472386,1
194723865,1
573894261,1
352798416,1
1596837,1
15968372,1
159683724,1
785349216,1
28573469,1
285734691,1
14932685,1
149326857,1
59862,1
598627,1
5986273,1
59862734,1
598627341,1
432178956,1
45896721,1
458967213,1
1726845,1
17268459,1
172684593,1
83147956,1
831479562,1
21948635,1
219486357,1
836517,1
8365179,1
83651794,1
836517942,1
9621758,1
96217583,1
962175834,1
5816734,1
58167349,1
581673492,1
912738564,1
81436972,1
814369725,1
549378621,1
2836471,1
28364715,1
283647159,1
58736291,1
587362914,1
627948315,1
41826593,1
418265937,1
65728143,1
657281439,1
591684327,1
6794521,1
67945213,1
679452138,1
75123968,1
751239684,1
6938152,1
69381527,1
693815274,1
9742635,1
97426351,1
974263518,1
3467859,1
34678592,1
346785921,1
39641857,1
396418572,1
519728463,1
96738,1
967381,1
9673812,1
96738124,1
967381245,1
793642851,1
5438127,1
54381276,1
543812769,1
873592146,1
8372159,1
83721596,1
837215964,1
7249635,1
72496358,1
724963581,1
735824691,1
267389,1
2673891,1
26738914,1
267389145,1
39651847,1
396518472,1
258436,1
2584361,1
25843619,1
258436197,1
95432167,1
954321678,1
347265819,1
9258731,1
92587316,1
925873164,1
694738,1
6947385,1
69473852,1
694738521,1
6723594,1
67235941,1
672359418,1
937514628,1
679321584,1
582374619,1
5126438,1
51264389,1
512643897,1
7493628,1
74936281,1
781562,1
7815623,1
78156234,1
781562349,1
197635824,1
1529843,1
19735426,1
14258367,1
19765823,1
123548,1
18476329,1
184692375,1
163247859,1
197426583,1
17698325,0
1239785,1
123986475,0.5
152348697,1
139268475,1
1842635,1
163459872,1
123769548,0.5
1975243,1
1529473,1
123985746,0.5
184932567,1
14253,2.357947691000002
123745698,0.5
176285943,1
1639745,1
163947528,0.5
1762549,1
17659842,0
176482935,1
1236945,1
197653,0
176593,0
1978362,1
15278496,0
197865243,1
13294567,0
1238795,1
163947852,1
13247685,0
163795824,0.5
1639452,1
15294867,0
1845362,1
14265973,0
459217863,0.5
47625,1
48596,1
49217865,0
468759321,0.5
4763825,1
4327568,1
4591326,1
4851976,1
46851793,0
412896537,0.5
492576381,1
432765,0
459872,0
492718,0
49271683,0
42358179,0
423951876,1
49286531,0
423619578,0.5
412876395,1
459712863,0.5
4856723,1
4236187,1
41298376,0
432956,0
4851796,1
468539271,1
412375986,0.5
41293685,0
412569,0
41253879,0
412378569,0.5
4126538,1
45986327,0
459326187,1
459236817,1
432657189,1
412637958,0.5
4321895,1
49213857,0
47685,1
4328516,1
412863795,1
182593647,0.5
178234965,1
125734689,1
14297586,0
194825637,1
167452839,1
1397825,1
1592837,1.1
13956427,0
1678293,1
139468275,1
18276543,0
1398724,1.3310000000000004
19472658,0
139684275,1
15983672,0
19458367,0
1678253,1
167384529,1
1825437,1
178429635,1.1
14283,1.1
1823497,1
18265379,0
159782463,0.5
125834697,1
19436527,0
12593847,0
178234956,1
139524687,0.5
18254793,0
159684,0
14293,1
139582467,1
14279385,0
125489637,0.5
1943587,1.2100000000000002
159468273,1
16792485,0
139875264,1
16754,1
182459736,0.5
1426783,1
17842593,0
159783,0
142675,0
178632549,1
18293,1.1
167953,0
1257389,1
19472583,0
14276958,0
182456793,1.1
1423578,1
139874652,0.5
13958467,0
1397865,1
182345967,1
19452783,0
16745923,0
1945387,1
1679583,1
1259764,1
18273,1
12569,1
159463782,0.5
182549637,1
15983674,0
13958247,0
19423568,0
19467,1
15936847,0
125734698,0.5
1679543,1
